"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Benjamin Yokley","","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.76","6.49","5.99","6.06","0.0","0.0","999.0","sa875997"
"William Tribucher","COL","0","0","6.68","0","1","0","1.0","1","1","0","1","1","1.95","6.79","6.90","6.39","0.0","0.0","999.0","sa3007720"
"Ruben Vicente","","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.72","6.12","5.28","6.06","0.0","0.0","999.0","sa244124"
"Lenix Osuna","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.74","6.86","5.96","6.06","0.0","0.0","999.0","sa739579"
"Zach Matson","","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.79","7.86","7.06","6.07","0.0","0.0","999.0","sa918537"
"Cody Smith","","0","0","5.86","0","1","0","1.0","1","1","0","1","1","1.76","6.92","6.13","5.94","0.0","0.0","999.0","sa3007937"
"Austin Glorius","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.79","7.29","6.61","6.07","0.0","0.0","999.0","sa883131"
"Juan Rodriguez","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.75","6.26","5.75","6.07","0.0","0.0","999.0","sa652485"
"Ezequiel Zabaleta","TBR","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.63","6.81","5.32","5.92","0.0","0.0","999.0","sa887275"
"Brendan Butler","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.71","6.23","5.44","6.07","0.0","0.0","999.0","sa876039"
"Edgar Acosta","","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.81","6.88","6.68","6.07","0.0","0.0","999.0","sa3005369"
"Taylor Ahearn","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.72","6.14","5.37","6.07","0.0","0.0","999.0","sa3004485"
"Colton Harlow","","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.84","7.05","7.09","6.07","0.0","0.0","999.0","sa3007911"
"Alec Franks","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.77","6.12","5.90","6.08","0.0","0.0","999.0","sa3005311"
"Luke Lind","","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.71","7.22","5.94","6.08","0.0","0.0","999.0","sa3004231"
"Raul Barron","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.71","5.91","5.17","6.08","0.0","0.0","999.0","sa328471"
"Tyler Smith","LAA","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.69","7.04","5.69","6.19","0.0","0.0","999.0","sa3006828"
"Jesus Balaguer","","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.81","7.76","7.14","6.08","0.0","0.0","999.0","sa3004090"
"Santiago Gutierrez","","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.75","6.24","5.87","6.08","0.0","0.0","999.0","sa295625"
"Federico Castaneda","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.70","5.86","5.04","6.08","0.0","0.0","999.0","sa504429"
"Joseph Gonzalez","HOU","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.71","6.75","5.77","6.00","0.0","0.0","999.0","sa3007858"
"Carlos Garcia","TBR","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.72","7.27","6.33","5.94","0.0","0.0","999.0","sa3006590"
"Bryan Blanton","NYY","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.75","7.38","6.22","6.32","0.0","0.0","999.0","sa3004351"
"Melvin Jimenez","LAD","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.69","8.32","6.36","5.95","0.0","0.0","999.0","sa917739"
"Michael Kelly","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.75","7.49","6.36","6.09","0.0","0.0","999.0","sa597767"
"Maxwell Green","DET","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.77","5.57","5.83","6.32","0.0","0.0","999.0","sa3004092"
"Felipe Arredondo","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.68","6.10","5.03","6.09","0.0","0.0","999.0","sa294348"
"Jesus Linarez","TEX","0","0","6.32","0","1","0","1.0","1","1","0","1","1","1.80","6.25","5.99","6.43","0.0","0.0","999.0","sa832333"
"Hunter Strickland","TBR","0","0","4.74","0","3","0","3.0","3","2","1","3","1","1.40","8.24","3.87","4.99","0.0","0.0","999.0","7836"
"Jefry Valdez","NYY","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.74","6.09","5.53","6.33","0.0","0.0","999.0","sa887660"
"Yasin Chentouf","DET","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.81","4.96","5.84","6.33","0.0","0.0","999.0","sa3006950"
"Cameron Alldred","PIT","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.83","6.70","6.84","5.98","0.0","0.0","999.0","sa3006833"
"David Gutierrez","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.74","6.22","5.60","6.10","0.0","0.0","999.0","sa874819"
"Cam Baird","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.77","6.76","6.18","6.11","0.0","0.0","999.0","sa3007482"
"Nick Snyder","TEX","0","0","6.30","0","1","0","1.0","1","1","0","1","1","1.85","6.48","6.63","6.44","0.0","0.0","999.0","sa3005100"
"Rodolfo Gonzalez","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.74","6.34","5.59","6.11","0.0","0.0","999.0","sa202758"
"El'Hajj Muhammad","","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.77","6.32","5.98","6.11","0.0","0.0","999.0","sa550244"
"Ivan Medina","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.80","6.27","6.19","6.01","0.0","0.0","999.0","sa830138"
"Carlos Espinal","NYY","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.77","6.81","6.12","6.34","0.0","0.0","999.0","sa872567"
"Daniel Ramos","","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.78","6.27","6.13","6.11","0.0","0.0","999.0","sa828512"
"Daniel Flores","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.80","6.97","6.55","6.11","0.0","0.0","999.0","sa977180"
"Diogenes Almengo","BAL","0","0","6.18","0","1","0","1.0","1","1","0","1","1","1.85","6.68","7.11","6.56","0.0","0.0","999.0","sa835215"
"Matt Pidich","CIN","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.80","7.10","6.27","6.23","0.0","0.0","999.0","sa915680"
"Marco Ramirez","","0","0","5.78","0","1","0","1.0","1","1","0","1","1","1.77","6.79","6.31","6.11","0.0","0.0","999.0","sa651343"
"Hever Bueno","TEX","0","0","6.27","0","1","0","1.0","1","1","0","1","1","1.89","6.83","7.24","6.45","0.0","0.0","999.0","sa738180"
"Jose Manuel Lopez","","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.76","6.58","5.98","6.11","0.0","0.0","999.0","sa593936"
"Michael Mertz","","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.75","6.81","6.36","5.85","0.0","0.0","999.0","sa918296"
"Aneurys Zabala","PHI","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.81","6.85","6.63","6.22","0.0","0.0","999.0","sa828514"
"Juan Echevarria","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.77","6.39","6.03","6.12","0.0","0.0","999.0","sa875306"
"Erik Manoah","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.76","7.43","6.37","6.12","0.0","0.0","999.0","sa829063"
"Nick Gallagher","CLE","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.69","6.62","5.25","6.11","0.0","0.0","999.0","sa3005408"
"Alexander Katz","","0","0","5.75","0","1","0","1.0","1","1","0","1","1","1.83","6.70","6.91","6.12","0.0","0.0","999.0","sa827486"
"Andrew Perez","CHW","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.73","7.50","6.24","6.21","0.0","0.0","999.0","sa3006640"
"William Kilichowski","","0","0","5.82","0","1","0","1.0","1","1","0","1","1","1.79","7.05","6.59","6.12","0.0","0.0","999.0","sa873677"
"Octavio Becerra","LAD","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.79","6.95","6.48","6.12","0.0","0.0","999.0","sa3008303"
"James Salter","","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.85","7.38","7.29","6.12","0.0","0.0","999.0","sa3007483"
"Alberto Tirado","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.78","7.06","6.49","6.12","0.0","0.0","999.0","sa659315"
"Kyle Weatherly","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.79","6.05","6.05","6.28","0.0","0.0","999.0","sa918112"
"Jesus Tona","SFG","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.71","7.76","6.23","5.73","0.0","0.0","999.0","sa872807"
"Kevin Marnon","","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.72","6.58","5.65","6.12","0.0","0.0","999.0","sa3005261"
"James Teague","","0","0","6.21","0","1","0","1.0","1","1","0","1","1","1.82","6.39","6.65","6.57","0.0","0.0","999.0","sa874234"
"Grant Anderson","TEX","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.90","5.74","6.79","6.47","0.0","0.0","999.0","sa3006706"
"Jonathan Partida","","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.79","7.12","6.55","6.13","0.0","0.0","999.0","sa977114"
"Christian Meister","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.79","7.28","6.68","6.13","0.0","0.0","999.0","sa875992"
"Joshua Payne","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.79","6.38","6.22","6.13","0.0","0.0","999.0","sa3004748"
"Devon Perez","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.68","6.25","5.01","6.13","0.0","0.0","999.0","sa3006812"
"John Curtis","","0","0","5.92","0","1","0","1.0","1","1","0","1","1","1.73","6.06","5.41","6.14","0.0","0.0","999.0","sa3004467"
"Keenan Bartlett","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.75","6.53","5.86","6.14","0.0","0.0","999.0","sa3004703"
"Eddy Demurias","CIN","0","0","6.19","0","1","0","1.0","1","1","0","1","1","1.84","6.43","6.34","6.26","0.0","0.0","999.0","sa3007852"
"Carlos De Leon","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.73","6.72","5.76","6.14","0.0","0.0","999.0","sa916092"
"Andy Toelken","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.76","5.64","5.58","6.14","0.0","0.0","999.0","sa3007218"
"Max Cordy","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.77","6.43","6.07","6.22","0.0","0.0","999.0","sa876169"
"Allen Montgomery","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.85","6.54","6.89","6.02","0.0","0.0","999.0","sa3008245"
"Orlando Romero","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.74","7.08","6.13","6.14","0.0","0.0","999.0","sa827251"
"Tanner Chock","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.76","6.31","5.78","6.14","0.0","0.0","999.0","sa3007472"
"Yair Lozoya","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.74","5.81","5.37","6.15","0.0","0.0","999.0","sa656388"
"Marlon Constante","","0","0","5.95","0","1","0","1.0","1","1","0","1","1","1.77","6.73","6.17","6.15","0.0","0.0","999.0","sa873298"
"Victor Castaneda","MIL","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.74","6.99","6.05","6.06","0.0","0.0","999.0","sa978399"
"Timothy Hardy","NYY","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.82","7.16","6.92","6.39","0.0","0.0","999.0","sa3004104"
"Antonio Guzman","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.73","6.74","5.75","6.15","0.0","0.0","999.0","sa507037"
"Jacob Bray","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.71","6.92","5.69","6.15","0.0","0.0","999.0","sa738576"
"Alejandro Martinez","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.71","5.80","5.05","6.15","0.0","0.0","999.0","sa504008"
"Miguel Mejia","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.76","6.41","5.89","6.15","0.0","0.0","999.0","sa514279"
"Jared Biddy","NYM","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.74","7.11","6.25","5.98","0.0","0.0","999.0","sa3011303"
"Samuel Sheehan","","0","0","5.88","0","1","0","1.0","1","1","0","1","1","1.85","8.09","7.67","6.15","0.0","0.0","999.0","sa918715"
"Cameron Saylor","","0","0","5.96","0","1","0","1.0","1","1","0","1","1","1.77","7.36","6.50","6.15","0.0","0.0","999.0","sa658930"
"John Gavin","SFG","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.69","7.30","5.86","5.76","0.0","0.0","999.0","sa829790"
"Justin Marsden","TEX","0","0","6.38","0","1","0","1.0","1","1","0","1","1","1.82","6.72","6.40","6.50","0.0","0.0","999.0","sa875330"
"John Timmins","SFG","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.75","6.79","6.07","5.76","0.0","0.0","999.0","sa918821"
"Jesus Juarez","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.76","6.70","6.03","6.16","0.0","0.0","999.0","sa3004994"
"Fernando Irazoqui","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.77","6.24","5.91","6.16","0.0","0.0","999.0","sa880807"
"Robert Baker","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.72","6.54","5.59","6.16","0.0","0.0","999.0","sa3008103"
"Jaret Hellinger","","0","0","5.81","0","1","0","1.0","1","1","0","1","1","1.84","6.03","6.62","6.16","0.0","0.0","999.0","sa875255"
"Fransico Gil","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.73","5.67","5.25","6.16","0.0","0.0","999.0","sa393318"
"Gerardo Gutierrez","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.76","7.18","6.29","6.16","0.0","0.0","999.0","sa3005379"
"Yeison Cespedes","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.78","6.53","6.17","6.16","0.0","0.0","999.0","sa919499"
"Logan Stoelke","PIT","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.77","7.14","6.32","6.04","0.0","0.0","999.0","sa3006762"
"Mario Gonzalez","","0","0","6.11","0","1","0","1.0","1","1","0","1","0","1.64","5.31","4.00","6.17","0.0","0.0","999.0","sa502234"
"Boby Johnson","COL","0","0","6.92","0","1","0","1.0","1","1","0","1","1","1.90","6.26","6.09","6.49","0.0","0.0","999.0","sa3006983"
"Marcus Reyes","TOR","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.80","5.30","5.92","6.33","0.0","0.0","999.0","sa3004489"
"Ben Madison","SFG","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.83","7.01","6.97","5.77","0.0","0.0","999.0","sa3008173"
"Brendan King","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.69","6.66","5.31","6.17","0.0","0.0","999.0","sa915721"
"Lukas Young","","0","0","5.97","0","1","0","1.0","1","1","0","1","1","1.81","6.69","6.54","6.17","0.0","0.0","999.0","sa3004595"
"Matthew Wynne","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.78","6.24","6.07","6.17","0.0","0.0","999.0","sa920101"
"Aaron Ford","","0","0","5.90","0","1","0","1.0","1","1","0","1","1","1.78","6.72","6.32","6.18","0.0","0.0","999.0","sa3004476"
"Erik Cha","MIN","0","0","5.89","0","1","0","1.0","1","1","0","1","1","1.87","6.04","6.95","6.26","0.0","0.0","999.0","sa3007854"
"Wilser Barrios","NYY","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.79","6.86","6.27","6.42","0.0","0.0","999.0","sa3003157"
"Julio Pinto","CIN","0","0","6.17","0","1","0","1.0","1","1","0","1","1","1.83","7.58","6.92","6.30","0.0","0.0","999.0","sa736965"
"Dalton Lehnen","","0","0","5.83","0","1","0","1.0","1","1","0","1","1","1.78","6.66","6.37","6.18","0.0","0.0","999.0","sa873948"
"Gerardo Navarro","","0","0","5.84","0","1","0","1.0","1","1","0","1","1","1.80","6.09","6.33","6.18","0.0","0.0","999.0","sa737443"
"Leonardo Taveras","STL","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.82","7.73","7.44","6.01","0.0","0.0","999.0","sa3002934"
"Luis Heredia","","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.78","6.40","6.15","6.19","0.0","0.0","999.0","sa599061"
"Endrys Briceno","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.76","6.06","5.67","6.19","0.0","0.0","999.0","sa505062"
"Dalton Higgins","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.80","6.03","6.07","6.43","0.0","0.0","999.0","sa3004988"
"Skylar Arias","CLE","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.76","7.54","6.56","6.18","0.0","0.0","999.0","sa918539"
"Micah Miniard","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.80","5.70","5.91","6.19","0.0","0.0","999.0","sa829147"
"Samuel Sisk","STL","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.82","6.31","6.88","6.01","0.0","0.0","999.0","sa3007612"
"Edgar Torres","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.78","6.13","6.06","6.19","0.0","0.0","999.0","sa871316"
"Angel Rodriguez","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.73","5.80","5.19","6.19","0.0","0.0","999.0","sa922462"
"Patrick Hope","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.66","5.78","4.53","6.19","0.0","0.0","999.0","sa737628"
"Tai Tiedemann","TEX","0","0","6.37","0","1","0","1.0","1","1","0","1","1","1.87","5.85","6.63","6.54","0.0","0.0","999.0","sa918110"
"Ryan Fritze","","0","0","6.02","0","1","0","1.0","1","1","0","1","1","1.79","7.09","6.52","6.19","0.0","0.0","999.0","sa3008627"
"Jorge Labrador","SFG","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.80","6.85","6.53","5.79","0.0","0.0","999.0","sa916839"
"William Hayes","BAL","0","0","6.25","0","1","0","1.0","1","1","0","1","1","1.88","6.07","7.07","6.64","0.0","0.0","999.0","sa875896"
"Braulio Ortiz","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.83","7.59","7.12","6.20","0.0","0.0","999.0","sa603264"
"David Ellingson","SEA","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.70","6.82","5.76","6.21","0.0","0.0","999.0","sa873708"
"Carlos Salazar","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.80","7.19","6.67","6.20","0.0","0.0","999.0","sa737688"
"Guillermo Trujillo","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.72","5.93","5.16","6.20","0.0","0.0","999.0","sa3001064"
"Brandon Marklund","KCR","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.88","6.18","7.01","6.20","0.0","0.0","999.0","sa3008663"
"Jacob Higginbotham","ATL","0","0","5.76","0","1","0","1.0","1","1","0","1","1","1.83","6.93","6.86","6.02","0.0","0.0","999.0","sa3007590"
"Kelvin Gonzalez","TEX","0","0","6.39","0","1","0","1.0","1","1","0","1","1","1.86","6.74","6.86","6.55","0.0","0.0","999.0","sa920544"
"Sasagi Sanchez","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.76","6.09","5.76","6.20","0.0","0.0","999.0","sa824742"
"Deivy Mendez","","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.79","7.12","6.53","6.20","0.0","0.0","999.0","sa737357"
"Carson Fulmer","CIN","1","1","5.07","0","27","0","27.0","26","15","5","28","15","1.52","9.45","4.99","5.13","0.0","0.0","999.0","18311"
"Jared Poche'","","0","0","5.94","0","1","0","1.0","1","1","0","1","1","1.70","6.02","5.18","6.21","0.0","0.0","999.0","sa857617"
"Ozzie Mendez","","0","0","5.93","0","1","0","1.0","1","1","0","1","1","1.76","5.93","5.76","6.21","0.0","0.0","999.0","sa509713"
"Angel Padron","","0","0","5.91","0","1","0","1.0","1","1","0","1","1","1.78","6.26","6.15","6.21","0.0","0.0","999.0","sa873319"
"Alexis Diaz","CIN","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.79","7.32","6.25","6.33","0.0","0.0","999.0","sa875576"
"Jorge Perez","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.78","5.76","5.79","6.21","0.0","0.0","999.0","sa3008628"
"Christian Morris","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.73","6.63","5.63","6.21","0.0","0.0","999.0","sa873958"
"Justin Lasko","NYM","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.74","6.67","6.02","6.04","0.0","0.0","999.0","sa1052944"
"Ryan Luna","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.79","5.84","5.88","6.22","0.0","0.0","999.0","sa918646"
"Fredy Quintero","","0","0","6.05","0","1","0","1.0","1","1","0","1","1","1.77","6.17","5.91","6.22","0.0","0.0","999.0","sa456031"
"Colton Davis","","0","0","6.12","0","1","0","1.0","1","1","0","1","1","1.78","7.01","6.44","6.30","0.0","0.0","999.0","sa918579"
"Yeremi Ceballos","HOU","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.78","7.38","6.76","6.13","0.0","0.0","999.0","sa917883"
"Rogelio Martinez","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.70","5.74","4.92","6.22","0.0","0.0","999.0","sa651344"
"Ryan Campbell","CIN","0","0","6.28","0","1","0","1.0","1","1","0","1","1","1.83","6.68","6.39","6.35","0.0","0.0","999.0","sa3006636"
"James Cumbie","TBR","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.68","7.47","6.14","6.07","0.0","0.0","999.0","sa3006954"
"John Gray","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.79","5.65","5.84","6.22","0.0","0.0","999.0","sa3007723"
"Ruben Garcia","DET","0","0","6.23","0","1","0","1.0","1","1","0","1","1","1.86","6.35","6.95","6.45","0.0","0.0","999.0","sa918319"
"Brody Rodning","TOR","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.84","5.89","6.57","6.38","0.0","0.0","999.0","sa3004591"
"Eduardo Rivera","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.84","8.02","7.51","6.22","0.0","0.0","999.0","sa597029"
"Jose Meraz","","0","0","5.87","0","1","0","1.0","1","1","0","1","1","1.79","6.07","6.17","6.22","0.0","0.0","999.0","sa509483"
"Conner O'Neil","NYM","0","0","5.72","0","1","0","1.0","1","1","0","1","1","1.72","6.98","6.05","6.06","0.0","0.0","999.0","sa915599"
"Carlos Machorro","","0","0","6.07","0","1","0","1.0","1","1","0","1","1","1.78","7.28","6.47","6.24","0.0","0.0","999.0","sa877615"
"Christopher Viall","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.79","8.06","7.27","6.06","0.0","0.0","999.0","sa738995"
"Carlos Morales","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.80","6.46","6.28","6.24","0.0","0.0","999.0","sa3002602"
"Brandon Komar","SDP","0","0","5.85","0","1","0","1.0","1","1","0","1","1","1.78","6.62","6.43","6.09","0.0","0.0","999.0","sa3010630"
"Carlos Chavez","","0","0","6.13","0","1","0","1.0","1","1","0","1","1","1.75","5.86","5.44","6.24","0.0","0.0","999.0","sa977183"
"Alexander Lange","DET","0","0","5.05","0","5","0","5.0","5","3","1","4","2","1.51","7.36","4.35","5.27","0.0","0.0","999.0","sa3005280"
"Norman Elenes","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.82","5.56","6.12","6.24","0.0","0.0","999.0","sa504948"
"Salvador Justo","STL","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.71","6.55","5.71","6.07","0.0","0.0","999.0","sa737459"
"Chris Roberts","","0","0","6.04","0","1","0","1.0","1","1","0","1","1","1.82","7.25","6.86","6.25","0.0","0.0","999.0","sa3007237"
"Benny Suarez","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.76","5.21","5.30","6.25","0.0","0.0","999.0","sa659041"
"Kyle Nelson","","2","2","4.48","0","42","0","42.0","40","21","7","43","18","1.38","9.31","3.90","4.70","0.0","0.2","999.0","20515"
"Zach Wolf","MIA","0","0","5.71","0","1","0","1.0","1","1","0","1","1","1.75","7.17","6.49","5.98","0.0","0.0","999.0","sa3008071"
"Brendan Meyer","","0","0","6.08","0","1","0","1.0","1","1","0","1","1","1.82","6.09","6.34","6.25","0.0","0.0","999.0","sa3008158"
"Justin Hagenman","LAD","0","0","5.80","0","1","0","1.0","1","1","0","1","1","1.71","6.11","5.48","6.11","0.0","0.0","999.0","sa3008022"
"Nicholas Sprengel","","0","0","5.58","0","1","0","1.0","1","1","0","1","1","1.79","6.05","6.56","6.10","0.0","0.0","999.0","sa3007714"
"Marco Rivas","","0","0","6.06","0","1","0","1.0","1","1","0","1","1","1.80","6.34","6.27","6.26","0.0","0.0","999.0","sa3001058"
"Albinson Volquez","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.82","6.56","6.54","6.26","0.0","0.0","999.0","sa916715"
"Rodolfo Aguilar","","0","0","5.98","0","1","0","1.0","1","1","0","1","1","1.82","6.10","6.35","6.26","0.0","0.0","999.0","sa542044"
"Allan Winans","NYM","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.79","6.67","6.58","6.08","0.0","0.0","999.0","sa3007580"
"Jerry D'Andrea","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.93","7.68","7.89","6.39","0.0","0.0","999.0","sa3007275"
"Christian Vann","WSN","0","0","6.01","0","1","0","1.0","1","1","0","1","1","1.91","6.72","7.44","6.31","0.0","0.0","999.0","sa3007812"
"Elias Espino","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.77","6.64","6.07","6.26","0.0","0.0","999.0","sa3002801"
"Derek Heffel","TEX","0","0","6.56","0","1","0","1.0","1","1","0","1","1","1.79","5.59","5.53","6.61","0.0","0.0","999.0","sa918326"
"Oscar Hurtado","","0","0","6.11","0","1","0","1.0","1","1","0","1","1","1.79","6.52","6.24","6.26","0.0","0.0","999.0","sa210450"
"Edwin Salas","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.76","5.56","5.47","6.26","0.0","0.0","999.0","sa509482"
"Tomas Solis","","0","0","6.03","0","1","0","1.0","1","1","0","1","1","1.70","4.81","4.66","6.27","0.0","0.0","999.0","sa508197"
"Tyler Buffett","","0","0","6.35","0","1","0","1.0","1","1","0","1","1","1.85","6.62","6.51","6.40","0.0","0.0","999.0","sa918044"
"Gabino Avalos","","0","0","5.99","0","1","0","1.0","1","1","0","1","1","1.82","7.07","6.81","6.27","0.0","0.0","999.0","sa729437"
"Chase Williams","","0","0","6.09","0","1","0","1.0","1","1","0","1","1","1.83","6.94","6.79","6.27","0.0","0.0","999.0","sa602567"
"Durbin Feltman","BOS","0","0","5.06","0","6","0","6.0","6","3","1","6","3","1.54","8.66","4.82","4.99","0.0","0.0","999.0","sa3007959"
"Jose Haros","","0","0","6.16","0","1","0","1.0","1","1","0","1","1","1.78","6.22","5.94","6.27","0.0","0.0","999.0","sa3005399"
"John Ghyzel","CIN","0","0","6.29","0","1","0","1.0","1","1","0","1","1","1.88","7.33","7.17","6.40","0.0","0.0","999.0","sa3004473"
"Irving Machuca","","0","0","6.10","0","1","0","1.0","1","1","0","1","1","1.78","7.17","6.45","6.28","0.0","0.0","999.0","sa3008641"
"Christian Prado","","0","0","6.14","0","1","0","1.0","1","1","0","1","1","1.78","6.41","5.99","6.28","0.0","0.0","999.0","sa3005425"
